ChapterNumber,Title,Para,RelevantSource
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"amounts 1, 2, 3, 4 and 5 (as applicable) for tax year 2015-16 must be provided separately for the pre and post-alignment tax years,",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"there is no requirement to state that the member’s ‘money-purchase input sub-total’ for tax year 2015-16 will be tested against a £10,000 allowance, and",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"there is no requirement to give an alternative annual allowance amount for tax year 2015-16, or",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,where the scheme administrator did not have reason to believe that the money purchase annual allowance applied to the member for tax year 2015-16 ,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"the total of the pension input amounts for the member for all their arrangements under the scheme for tax year 2015-16 must be provided separately for the pre and post-alignment tax years, and",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,the annual allowance amount for tax year 2015-16 does not have to be provided.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Amounts 1 to 5 for this purpose are described in the section](#Moneypurchase) above.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Top of page,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Example – standard pension savings statement,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Judy is building up benefits in two arrangements under a single registered pension scheme. One arrangement is a defined benefits arrangement and the other is an other money purchase arrangement.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"For 2016-17 Judy’s pension input amount for her defined benefits arrangement was £40,000 and £10,000 for the other money purchase arrangement. Judy’s total pension inputs for the pension scheme are £50,000, which exceeds the annual allowance of £40,000 for the tax year.",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Her pension scheme administrator must send Judy a pension savings statement by 6 October 2017.,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Judy’s pension input amounts for the previous three tax years are:,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"2015-16: £13,000 for the pre-alignment tax year and £39,000 for the post-alignment tax year",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"2014-15: £45,000",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"2013-14: £47,000",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,Judy’s pension scheme administrator gives her a pension savings statement showing the following information:,True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"2016-17: pension input amount = £50,000; annual allowance = £40,000",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"2015-16: pension input amount = £13,000 for the pre-alignment tax year and £39,000 for the post-alignment tax year",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"2014-15: pension input amount = £45,000; annual allowance = £40,000",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"2013-14: pension input amount = £47,000; annual allowance = £50,000",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"In this example, the information given to Judy is the same whether Judy is subject to the money purchase annual allowance or not. This is because Judy’s money purchase pension input amount under the pension scheme for the tax year does not exceed £10,000.",True
PTM167200,PTM167200 Other Information Requirements For Scheme Administrators: Information That Must Be Included In The Pension Savings Statement,"Also, even if the scheme administrator had reason to believe that the money purchase annual allowance applied to the member for the 2015-16 tax year, because a standard pension savings statement is being given in this case, a single pension input amount is given for each of the pre and post-alignment tax years and not any of amounts 1 – 5 (as described in the section Money purchase pension savings statements content – for tax year 2016-17 or later above).",True
