ChapterNumber,CharCountDiff,LevDistance,Link,Title
STSM022220,2.0,5.0,View changes,STSM022220 Stamp Duty: Sales To Options Intermediaries
STSM022240,2.0,5.0,View changes,STSM022240 Stamp Duty: Repurchases And Stock Lending
STSM030000,714.0,776.0,View changes,STSM030000 Scope Of Stamp Duty Reserve Tax (SDRT): Contents
STSM031060,30.0,36.0,View changes,STSM031060 Consideration: Money Or Money's Worth
STSM031090,130.0,283.0,View changes,STSM031090 Chargeable Securities - General
STSM031110,25.0,28.0,View changes,"STSM031110 Chargeable Securities - Interests, Dividends And Other Rights"
STSM041020,0.0,3.0,View changes,STSM041020 Exemptions: Securities Exempt From Stamp Duty Are Generally Exempt From Stamp Duty Reserve Tax (SDRT)
STSM041030,0.0,3.0,View changes,STSM041030 Exemptions: Stamp Duty Reserve Tax (SDRT) Repaid/Charge Cancelled Where An Instrument Is Duly Stamped
STSM041160,0.0,2.0,View changes,STSM041160 Exemptions: Charities - Stamp Duty Reserve Tax (SDRT) Exemption
STSM041180,2.0,4.0,View changes,STSM041180 Exemptions: Depositary Interests In Foreign Securities
STSM041190,2.0,4.0,View changes,STSM041190 Exemptions: Other Non-Stamp Duty Acts That Apply To Stamp Duty
STSM041200,0.0,2.0,View changes,STSM041200 Exemptions: Units In A Unit Trust Scheme Or Shares In An Open-Ended Investment Company
STSM041250,1.0,3.0,View changes,STSM041250 Exemptions: Treasury Shares
STSM041270,1.0,3.0,View changes,STSM041270 Exemptions: Growth Market Shares - SDRT Exemption
STSM041280,2.0,4.0,View changes,STSM041280 Exemptions: Growth Market Shares - SDRT Exemption - Depositary Interests/CREST Depositary Interests
STSM041290,3.0,5.0,View changes,STSM041290 Exemptions: Growth Market Shares - Recognised Growth Markets - How To Qualify As A Recognised Growth Market
STSM041300,8.0,10.0,View changes,STSM041300 Exemptions: Growth Market Shares - Recognised Growth Markets - How To Qualify As A Recognised Growth Market - The Market Capitalisation Condition
STSM042120,1.0,4.0,View changes,STSM042120 Reliefs: Intermediary Relief - Stamp Duty And SDRT Compliance
STSM042180,0.0,3.0,View changes,STSM042180 Reliefs: Stock Lending And Repurchase Relief - Charge Reinstated
STSM042340,1.0,4.0,View changes,STSM042340 Reliefs: Central Counterparty Clearing Relief From Stamp Duty And SDRT
STSM042470,2.0,5.0,View changes,STSM042470 Reliefs: Section 77A – Arrangements That Are Not Disqualifying Arrangements
STSM042480,2.0,5.0,View changes,STSM042480 Reliefs: Section 77A - “Particular Person” Or “Particular Persons Together”
STSM042490,2.0,5.0,View changes,STSM042490 Reliefs: Section 77A – Initial Public Offering And Underwriters
STSM042500,2.0,5.0,View changes,STSM042500 Reliefs: Section 77A - Relevant Mergers
STSM051020,1.0,5.0,View changes,STSM051020 What Is A Depositary Receipt?
STSM051040,2.0,5.0,View changes,STSM051040 Cancellation Of A Depositary Receipt
STSM053010,5.0,9.0,View changes,STSM053010 When A Higher Rate Charge Arises
STSM053050,1.0,4.0,View changes,STSM053050 Arrangement
STSM055030,1.0,3.0,View changes,STSM055030 Allotment And Renounceable Letter Of Allotment
STSM056010,1.0,3.0,View changes,STSM056010 Liable And Accountable Person
STSM056020,1.0,3.0,View changes,STSM056020 Notification Requirement FA86/S68 And FA86/S71
STSM056030,1.0,3.0,View changes,STSM056030 Stamp Duty Payment Date And Stamp Duty Reserve Tax (SDRT) Accountable Date
STSM057010,2.0,4.0,View changes,STSM057010 Exemptions/ Reliefs: Transfers Between Depositary Receipt Issuers And Or Unelected Clearance Services
STSM057030,1.0,4.0,View changes,STSM057030 Exemptions/ Reliefs: Non-Sterling Currency United Kingdom Bearer Instruments
STSM057050,1.0,4.0,View changes,STSM057050 Exemptions/ Reliefs: Unsecured Loan Capital
STSM057070,1.0,5.0,View changes,STSM057070 Exemptions/ Reliefs: Replacement Securities
STSM057080,2.0,5.0,View changes,STSM057080 Exemptions/ Reliefs: United Kingdom Sterling Denominated Bearer Instruments
STSM061010,1.0,4.0,View changes,STSM061010 Introduction: Background
STSM061020,4.0,7.0,View changes,STSM061020 Introduction: What Is A Bearer Instrument?
STSM061030,1.0,5.0,View changes,STSM061030 Introduction: Meaning Of A Bearer Instrument For Stamp Duty Purposes
STSM063020,3.0,6.0,View changes,STSM063020 Sd On Bearer Instruments: Payment Of Stamp Duty On Bearer Instruments
STSM063040,1.0,4.0,View changes,STSM063040 & Calculation Of Sd On Bearer Instruments: Substitute Bearer Instruments
STSM064040,3.0,6.0,View changes,STSM064040 Renounceable Letter Of Allotment
STSM064050,2.0,5.0,View changes,STSM064050 Bearer Instruments Denominated In Currency Other Than UK Sterling
STSM065010,1.0,4.0,View changes,STSM065010 Bearer Instruments: Introduction
STSM065020,1.0,5.0,View changes,STSM065020 Bearer Instruments: Before Issue Of The Bearer Instrument
STSM065040,1.0,4.0,View changes,STSM065040 Bearer Instruments: Production Of Substitute Bearer Instruments
STSM066010,3.0,6.0,View changes,STSM066010 Introduction
STSM066030,2.0,5.0,View changes,STSM066030 Penalty On Late Notification Of An Issue Of A Bearer Instrument
STSM067010,1.0,4.0,View changes,STSM067010 Bearer Instruments-SDRT: Interaction Between Stamp Duty & Stamp Duty Reserve Tax (SDRT)
STSM067020,4.0,7.0,View changes,STSM067020 Bearer Instruments-SDRT: Ssue Of A Sterling Denominated Bearer Security By A United Kingdom Company
STSM067030,2.0,4.0,View changes,STSM067030 Bearer Instruments-SDRT: Issue Of A Bearer Security By A Non-United Kingdom Company
STSM067040,1.0,4.0,View changes,STSM067040 Bearer Instruments-SDRT: Non-Sterling Currency United Kingdom Bearer Instrument
STSM067050,1.0,4.0,View changes,STSM067050 Bearer Instruments-SDRT: UK Loan Capital Bearer Instrument Denominated In Currency Other Than Sterling
STSM067060,1.0,4.0,View changes,STSM067060 Bearer Instruments-SDRT: Depositary Receipt Issuers/Clearance Services- Non-Sterling Currency United Kingdom Bearer Instruments
STSM067070,3.0,6.0,View changes,STSM067070 Bearer Instruments-SDRT: Renounceable Letter Of Allotment
STSM071010,4.0,8.0,View changes,STSM071010 Introduction: Types Of Company
STSM071020,2.0,5.0,View changes,STSM071020 Introduction: Sources Of Capital
STSM071060,2.0,5.0,View changes,STSM071060 Introduction: Changes Of Share Ownership
STSM071070,2.0,5.0,View changes,STSM071070 Introduction: Issues Of Shares In Public Companies
STSM071080,1.0,4.0,View changes,STSM071080 Introduction: Offers For Sale And Placings
STSM071090,1.0,4.0,View changes,STSM071090 Introduction: Trading Shares In The Secondary Market
STSM071100,3.0,6.0,View changes,STSM071100 Introduction: Corporate Actions
STSM072010,1.0,4.0,View changes,STSM072010 Bonus Issues Of Shares
STSM073000,2.0,5.0,View changes,STSM073000 Depositary Interests: UK Depositary Interests (DI) In Foreign Securities - Background
STSM078030,2.0,4.0,View changes,STSM078030 Dividend Reinvestment Plans (DRIPS)
STSM081010,1.0,3.0,View changes,STSM081010 Overview
STSM081040,1.0,3.0,View changes,STSM081040 Settlements
STSM081060,3.0,5.0,View changes,STSM081060 Declarations Of Trust
STSM081090,6.0,9.0,View changes,STSM081090 Trust Documents Not Required To Be Presented For Stamping
STSM082040,2.0,6.0,View changes,STSM082040 Mergers Of Pension Schemes
STSM082050,1.0,4.0,View changes,STSM082050 Member Leaves Scheme And Commences A Personal Pension Scheme
STSM082090,4.0,7.0,View changes,STSM082090 Pension Fund Pooling Schemes
STSM082110,5.0,8.0,View changes,STSM082110 Common Investment Arrangements (CIA)
STSM091030,1.0,4.0,View changes,STSM091030 Different Types Of Partnership
STSM092020,1.0,4.0,View changes,STSM092020 Partnerships: Introduction Of A New Partner To An Existing Partnership
STSM092050,1.0,4.0,View changes,STSM092050 Partnerships: Dissolution Of A Partnership
STSM093020,4.0,7.0,View changes,STSM093020 Partnerships And Stamp Duty Group Relief
STSM100000,47.0,67.0,View changes,STSM100000 Collectives: Contents
STSM101000,569.0,573.0,View changes,STSM101000 Introduction To Collective Investment Schemes: Contents
STSM101010,48.0,168.0,View changes,STSM101010 What Is A Collective Investment Scheme?
STSM101020,111.0,260.0,View changes,STSM101020 What Is A Unit Trust?
STSM101030,49.0,167.0,View changes,STSM101030 Authorised Investments Funds - General
STSM101040,49.0,166.0,View changes,STSM101040 Unauthorised Unit Trust
STSM101050,111.0,272.0,View changes,STSM101050 What Is An Open-Ended Investment Company?
STSM102000,0.0,3.0,View changes,STSM102000 Collectives: Transfer Of Units In A Unit Trust Or Units Issued As Consideration
STSM103010,45.0,189.0,View changes,Overview Of FA99/SCH19
STSM103020,119.0,343.0,View changes,Collectives: The Schedule 19 Charge: Stamp Duty Reserve Tax Charge
STSM103030,119.0,200.0,View changes,Collectives: The Schedule 19 Charge: Rate Of Stamp Duty Reserve Tax
STSM103040,152.0,194.0,View changes,STSM103040 Collectives: The Schedule 19 Charge: Market Value Of Units And OEIC Shares
STSM103060,180.0,208.0,View changes,STSM103060 Collectives: The Schedule 19 Charge: Accountable Date
STSM103070,259.0,395.0,View changes,STSM103070 Collectives: The Schedule 19 Charge: Relevant Two-Week Period
STSM104000,535.0,542.0,View changes,STSM104000 Collectives: Calculation Of The Charge: Contents
STSM104020,130.0,280.0,View changes,STSM104020 Reduction Of Stamp Duty Reserve Tax (SDRT) Where Surrenders Exceed Issues
STSM104060,148.0,299.0,View changes,STSM104060 Reduction Of Stamp Duty Reserve Tax Where Exempt Investments Are Held By A Fund
STSM104070,148.0,298.0,View changes,STSM104070 Meaning Of 'Average Value' For The N(N+E) Calculation
STSM104090,29.0,34.0,View changes,STSM104090 Example Data For Monthly SDRT FA99/SCH19 Computation - Annex A
STSM105000,63.0,65.0,View changes,STSM105000 Collectives: Exemptions: Contents
STSM105010,0.0,2.0,View changes,STSM105010 Exempt Collective Investment Schemes
STSM105060,0.0,3.0,View changes,STSM105060 Exempt Investments - Interests In Other Collective Investment Schemes - Practicalities
STSM106000,62.0,65.0,View changes,STSM106000 Collectives: Third Party Matters: Contents
STSM106010,0.0,3.0,View changes,STSM106010 Third Party Units/OEIC Shares Surrendered To A Fund Manager
STSM106030,25.0,27.0,View changes,STSM106030 Exemptions - Third Party Transfers
STSM107000,1073.0,1075.0,View changes,"STSM107000 Collectives: Contributions, Mergers And Other Matters: Contents"
STSM113020,1.0,4.0,View changes,STSM113020 Secondary Trading Of An Option
STSM113030,1.0,5.0,View changes,STSM113030 Exercise Of An Option
STSM115020,1.0,4.0,View changes,STSM115020 Secondary Trading Of A Warrant
STSM115030,1.0,4.0,View changes,STSM115030 Exercise Of A Warrant
STSM116040,2.0,6.0,View changes,STSM116040 Secondary Trading Of A Covered Warrant
STSM116050,1.0,4.0,View changes,STSM116050 Exercise Of A Covered Warrant
STSM117010,1.0,4.0,View changes,STSM117010 What Is A Futures Contract?
STSM117030,2.0,5.0,View changes,STSM117030 What Is A Forwards Contract?
STSM117060,2.0,5.0,View changes,STSM117060 Trading Of A Futures Contract
STSM117090,1.0,4.0,View changes,STSM117090 Secondary Trading Of A Futures Contract
STSM117100,0.0,4.0,View changes,STSM117100 Settlement Of A Futures Or Forwards Contract
STSM118030,0.0,3.0,View changes,STSM118030 Hedging A Contract For Difference
STSM118040,0.0,3.0,View changes,STSM118040 Contracts For Difference - Stamp Implications
STSM121010,1.0,5.0,View changes,STSM121010 Background: History
STSM121020,2.0,5.0,View changes,STSM121020 Background: Big Bang
STSM123010,1.0,4.0,View changes,STSM123010 What Is An Exchange?
STSM123030,5.0,8.0,View changes,STSM123030 Recognised Investment Exchange
STSM123040,3.0,7.0,View changes,STSM123040 Regulated Market
STSM123070,4.0,7.0,View changes,STSM123070 Derivative And Commodity Exchanges
STSM124010,4.0,7.0,View changes,STSM124010 Introduction
STSM124020,5.0,7.0,View changes,STSM124020 Agent Brokers
STSM124040,3.0,6.0,View changes,STSM124040 Market Makers
STSM124050,1.0,4.0,View changes,STSM124050 Qualified Dealer
STSM125020,1.0,4.0,View changes,STSM125020 Clearing And Settlement Agents
STSM125030,2.0,5.0,View changes,STSM125030 Clearing House
STSM126010,2.0,5.0,View changes,STSM126010 Agency Crosses
STSM126040,0.0,4.0,View changes,STSM126040 Settlement Netting - SDRT Implications
STSM126050,4.0,7.0,View changes,STSM126050 Aggregation Of Gross Trades
STSM126060,3.0,6.0,View changes,STSM126060 Suppression Of Gross Trades
STSM131010,1.0,4.0,View changes,STSM131010 CREST: Introduction: Background
STSM131030,2.0,5.0,View changes,STSM131030 CREST: Introduction: Services Provided By CREST
STSM131050,2.0,5.0,View changes,STSM131050 CREST: Introduction: Interface Between Shareholdings In CREST And Paper Certificate
STSM131060,1.0,5.0,View changes,STSM131060 CREST: Introduction: CREST Members/Participants
STSM131080,3.0,5.0,View changes,STSM131080 CREST: Introduction: Settling Transactions In CREST
STSM132010,1.0,3.0,View changes,STSM132010 CREST: CREST & SDRT: Introduction
STSM132030,1.0,3.0,View changes,STSM132030 CREST: CREST & SDRT: Accounting To HMRC For SDRT
STSM132040,1.0,3.0,View changes,STSM132040 CREST: CREST & SDRT: Centrally Generated Tax Status
STSM132050,2.0,4.0,View changes,STSM132050 CREST: CREST & SDRT: SDRT Paid Outside CREST
STSM132060,0.0,2.0,View changes,STSM132060 CREST: CREST Enhanced Stamp Duty Reserve Tax Assessment Service
STSM133010,2.0,4.0,View changes,STSM133010 CREST: Completion Of Transaction Details In CREST
STSM133020,1.0,3.0,View changes,STSM133020 CREST: Transaction Type Codes
STSM142070,0.0,3.0,View changes,STSM142070 Stamp Duty And SDRT Administration: SDRT Administration: Notice Of Charge And Accountable Date
STSM142120,2.0,6.0,View changes,STSM142120 Stamp Duty And SDRT Administration: SDRT Administration: Post-Payment Checks
STSM142130,0.0,3.0,View changes,STSM142130 Stamp Duty And SDRT Administration: SDRT Administration: Time Limits (SDRT)
STSM142140,1.0,4.0,View changes,STSM142140 Stamp Duty And SDRT Administration: SDRT Administration: SDRT Determinations
STSM151010,1.0,4.0,View changes,STSM151010 Compliance: Introduction - Stamp Duty - Stamp Act 1891 S14(4)
STSM151020,2.0,5.0,View changes,STSM151020 Stamp Duty - Background
STSM152010,3.0,7.0,View changes,STSM152010 Stamp Duty Interest
STSM152020,1.0,5.0,View changes,STSM152020 Part Payment
STSM152030,1.0,4.0,View changes,STSM152030 Calculation Of Interest
STSM152050,1.0,4.0,View changes,STSM152050 Collection Of Interest
STSM153010,1.0,4.0,View changes,STSM153010 Late Stamping
STSM153020,1.0,4.0,View changes,STSM153020 Mitigation
STSM153030,2.0,5.0,View changes,STSM153030 Executed Abroad
STSM153040,3.0,7.0,View changes,STSM153040 Collection Of Penalties
STSM153060,1.0,4.0,View changes,STSM153060 Documents Dated In Pencil
STSM153070,1.0,4.0,View changes,STSM153070 Acceptable Reasons For Delay
TCM0138000,32.0,38.0,View changes,"TCM0138000 Miscellaneous - P To V (Processing A Claim Or Work Item; Special Needs; Subject Access Requests; Verification Failures Aid (Rules 9, 10, 11); View Claim Summary): Contents"
TCM0138280,29.0,37.0,View changes,TCM0138280 Miscellaneous (P To V): Subject Access Requests - Registering The SAR
TCM0174020,348.0,351.0,View changes,TCM0174020 Notes - Standardised Messages (T To W): Standardised Messages - T - Stopping Tax Credits
TCM0292010,0.0,3.0,View changes,TCM0292010 Account - Maintain Poca Systems
TCM0292020,0.0,3.0,View changes,TCM0292020 Specialist Areas - Post Office Card Account: Post Office Card Account - Poca Action Guide
TCM0325010,0.0,2.0,View changes,TCM0325010 Index
TCTM04200,0.0,3.0,View changes,TCTM04200 Employment Income Rules - Specific Payments And Benefits In Kind Excluded From Employment Income For Tax Credit Purposes: Contents
TCTM04226,0.0,4.0,View changes,TCTM04226 Income: Provision Of Home Computer Equipment
TCTM04228,0.0,3.0,View changes,TCTM04228 Income: Purposes
TOBCSC8000,60.0,78.0,View changes,TOBCSC8000 Penalty Notices: Contents
TOBCSC8700,25.0,27.0,View changes,TOBCSC8700 Restarting The Clock
TPC60000,0.0,3.0,View changes,TPC60000 Claims: Contents
TPC60020,0.0,3.0,View changes,TPC60020 Details To Be Provided
TPC60050,0.0,2.0,View changes,TPC60050 Time Limits
TSEM1700,7.0,9.0,View changes,TSEM1700 Trust Deeds - Contents
TSEM1705,2174.0,2916.0,View changes,TSEM1705 Trust Deeds: HMRC Trusts Policy On Trust Deeds
TSEM1710,1407.0,1498.0,View changes,TSEM1710 Trust Deeds: Unrequested Trust Deed - New Trust
TSEM1711,2364.0,2456.0,View changes,TSEM1711 Trust Deeds: Unrequested Trust Deed - Established Trust
TSEM1713,630.0,661.0,View changes,TSEM1713 Trust Deeds: Requesting Trust Deeds
TSEM1715,1122.0,1148.0,View changes,TSEM1715 Trust Deeds: Trust Deed That You Have Requested
TSEM1720,433.0,503.0,View changes,TSEM1720 Trust Deeds: Commenting On A Trust Deed
TSEM9900,0.0,2.0,View changes,TSEM9900 Specific Types Of Property - Contents
TSEM9962,0.0,2.0,View changes,TSEM9962 Specific Types Of Property: Shares: Legal And Beneficial Ownership - Joint Ownership
TSEM9970,0.0,2.0,View changes,TSEM9970 Specific Types Of Property: Shares - Examples
